序號,工程名稱,主辦單位,契約金額-千元,設計單位,監造單位,承造廠商,專案管理,查核日期,通知方式,評分,廠商扣點數,監造扣點數,PCM扣點數,備註
1,教學大樓及實習大樓防水隔熱工程,臺北市立臺北特殊教育學校,2990,植砌建築師事務所,植砌建築師事務所,囍鉅營造有限公司,無,1140402,不預先通知,81,0,0,0,查核
2,鳥園繁殖籠區與丹頂鶴欄舍修繕維護工程,臺北市立動物園,43770,伊象建築師事務所,伊象建築師事務所,川力營造有限公司,無,1140410,不預先通知,80,0,0,0,查核
3,磺港溪再造C段護岸及步道整建工程（三合橋至奇岩抽水站）,臺北市政府工務局水利工程處,257600,禾拓規劃設計顧問有限公司,任泰技術顧問有限公司,瑞健營造有限公司,無,1140411,不預先通知,83,0,0,0,查核
4,臺北都會區大眾捷運系統萬大─中和─樹林線（第一期工程）CQ850區段標工程,臺北市政府捷運工程局第二區工程處,4514000,中興工程顧問股份有限公司,"臺北市政府捷運工程局第二區工程處土木第五工務所
臺北市政府捷運工程局第二區工程處水電環控第一工務所",榮工工程股份有限公司,無,1140411,不預先通知,86,0,0,0,查核
5,臺北市立和平高級中學教學大樓新建工程,臺北市政府工務局新建工程處,1900677,邱永章建築師事務所,邱永章建築師事務所,"三星營造股份有限公司
金鴻空調機電工程有限公司",無,1140415,不預先通知,85,0,0,0,查核
6,113年度青年公園管理所所轄公園整建工程-中正區、萬華區及大安區公園整建工程,臺北市政府工務局公園路燈工程管理處,9389,昱林設計顧問有限公司,昱林設計顧問有限公司,登煌營造有限公司,無,1140415,不預先通知,85,0,0,0,查核
7,臺北都會區大眾捷運系統萬大-中和-樹林線（第一期工程）CQ840區段標工程,臺北市政府捷運工程局第二區工程處,5600000,台灣世曦工程顧問股份有限公司,臺北市政府捷運工程局第二區工程處土木第二工務所,大陸工程股份有限公司,無,1140416,不預先通知,83,0,0,0,查核
8,113年度西區路燈新設預約工程,臺北市政府工務局公園路燈工程管理處路燈科,11648,技嘉電機工業技師事務所,技嘉電機工業技師事務所,紹益科技工程有限公司,無,1140417,不預先通知,81,0,0,0,查核
9,113年分支管污水管渠修繕預約式工程,臺北市政府工務局衛生下水道工程處維護工程科,39000,臺北市政府工務局衛生下水道工程處,鎧德工程顧問股份有限公司,東鑫龍營造有限公司,無,1140417,不預先通知,85,0,0,0,查核
10,臺北市文山區興隆社會住宅I區新建工程,臺北市政府都市發展局,2420000,許伯元建築師事務所,許伯元建築師事務所,新亞建設開發股份有限公司,無,1140417,不預先通知,81,0,0,0,查核
11,113年度陽明院區北投門診部中繼場所整修工程,臺北市立聯合醫院陽明院區,8361,郭芳瞫建築師事務所,郭芳瞫建築師事務所,倍慶室內裝修工程有限公司,無,1140418,不預先通知,82,0,0,0,查核
12,建國高架路段南向下民權東路匝道拓寬工程,臺北市政府工務局新建工程處,47311,恆康工程顧問股份有限公司,永健工程顧問有限公司,永溢營造股份有限公司,無,1140422,不預先通知,83,0,0,0,查核
13,迪化污水處理廠委託操作維護第七期暨設備更新-設備更新,臺北市政府工務局衛生下水道工程處,399954,萬銘工程科技股份有限公司,式新工程顧問股份有限公司,煒盛環科股份有限公司,無,1140423,不預先通知,83,0,0,0,查核
14,臺北市松山區西松國民小學學生活動中心新建工程,臺北市政府工務局新建工程處,2062984,陳文彥建築師事務所,陳文彥建築師事務所,春原營造股份有限公司,無,1140424,不預先通知,83,0,0,0,查核
15,歷史建築北投梅庭修復及再利用工程,臺北市政府文化局,17766,承熙建築師事務所,承熙建築師事務所,泰南營造有限公司,無,1140424,不預先通知,83,0,0,0,查核
16,科技大樓站停車場新建工程,臺北市停車管理工程處,808010,楊天柱建築師事務所,楊天柱建築師事務所,"登山營造股份有限公司
凡中工程股份有限公司",無,1140425,不預先通知,81,0,0,0,查核
17,臺北市中山區培英公共住宅新建工程,臺北市政府工務局水利工程處,822680,曾永信建築師事務所,曾永信建築師事務所,"毅成建設股份有限公司
梵昆冷氣有限公司",無,1140428,不預先通知,81,0,0,0,查核
18,113年度臺北市山坡地邊坡（南區）暨農業環境維護預約式工程(114年續約),臺北市政府工務局大地工程處,36000,麒昌工程顧問股份有限公司,麒昌工程顧問股份有限公司,曜鼎營造有限公司,無,1140428,不預先通知,81,0,0,0,查核
19,113-114年度交通號誌及管道工程案,臺北市交通管制工程處,34100,御軒工程顧問有限公司,御軒工程顧問有限公司,誌亨工程有限公司,無,1140428,不預先通知,80,0,0,0,查核
20,臺北市中山區力行社會住宅新建工程,臺北市政府都市發展局,194000,旭日聯合建築師事務所,旭日聯合建築師事務所,建國工程股份有限公司,無,1140428,不預先通知,84,0,0,0,查核
21,南門大樓辦公廳舍裝修工程,臺北市市場處,218500,綠野國際建築師事務所,綠野國際建築師事務所,建虹營造有限公司,無,1140428,不預先通知,80,0,0,0,查核
22,西門圍牆重建及環境優化工程,臺北市松山區敦化國民小學,4860,邱富興建築師事務所,邱富興建築師事務所,昇萌股份有限公司,無,1140505,不預先通知,81,0,0,0,查核
23,城區部文教大樓古蹟修復工程(1-2期),國立臺北護理健康大學,23223,黃聖吉建築師事務所,黃聖吉建築師事務所,鋼成營造股份有限公司,無,1140508,不預先通知,82,0,0,0,查核
