序號,工程名稱,主辦單位,契約金額-千元,設計單位,監造單位,承造廠商,專案管理,查核日期,通知方式,評分,廠商扣點數,監造扣點數,PCM扣點數,備註
1,直轄市定古蹟國立臺灣大學日式宿舍-戴運軌寓所、潮州街9號修復工程,臺北市政府文化局,76800,承熙建築師事務所,承熙建築師事務所,東郡營造有限公司,無,1131007,不預先通知,83,0,0,0,查核
2,113年西區污水管渠配合拆遷及後巷美化預約式工程,臺北市政府工務局衛生下水道工程處工務科西區工務所,32000,臺北市政府工務局衛生下水道工程處維護工程科,鎧德工程顧問股份有限公司,啟揚環境有限公司,無,1131008,不預先通知,83,0,0,0,查核
3,校舍環境改善工程（第一期）,臺北市中正區忠義國民小學,30580,周祖珍建築師事務所,周祖珍建築師事務所,中硯室內裝修工程有限公司,無,1131009,不預先通知,81,0,0,0,查核
4,臺北藝術園區-臺北市立美術館擴建統包工程,臺北市政府工務局新建工程處,4431550,劉培森建築師事務所,"誠蓄工程顧問股份有限公司
郭恆成建築師事務所","福清營造股份有限公司
劉培森建築師事務所",誠蓄工程顧問股份有限公司,1131009,不預先通知,81,0,0,0,查核
5,113年度山區道路AC路面銑鋪及改善維護暨代履行拆除預約式工程,臺北市政府工務局大地工程處,39780,亞柏技術顧問股份有限公司,亞柏技術顧問股份有限公司,德炘營造有限公司,無,1131009,不預先通知,85,0,0,0,查核
6,113年度訓練中心大樓及防災館中央空調設備汰換整修工程,臺北市政府消防局,15380,高森工程顧問股份有限公司,高森工程顧問股份有限公司,源茂工程有限公司,無,1131014,不預先通知,83,0,0,0,查核
7,113年度雨水下水道預約維護工程(文山、萬華區),臺北市政府工務局水利工程處,13785,威旭工程顧問有限公司,盛禹工程顧問有限公司,台碩營造有限公司,無,1131015,不預先通知,82,0,0,0,查核
8,公1公園附建地下停車場新建工程室內裝修二期工程,臺北市停車管理工程處,101295,楊瑞禎聯合建築師事務所,楊瑞禎聯合建築師事務所,國記營造股份有限公司,無,1131016,不預先通知,81,0,0,0,查核
9,113年度陽明山公園管理所所轄公園整建工程-士林區土木設施維護預約工程,臺北市政府工務局公園路燈工程管理處陽明山公園管理所,16400,城拓工程顧問有限公司,城拓工程顧問有限公司,國興營造有限公司,無,1131018,不預先通知,81,0,0,0,查核
10,南門大樓辦公廳舍裝修工程,臺北市市場處,218500,綠野國際建築師事務所,綠野國際建築師事務所,建虹營造有限公司,無,1131022,不預先通知,82,0,0,0,查核
11,113年度水土保持工程(預約式工程),臺北翡翠水庫管理局,22980,智全工程技術顧問有限公司,臺北翡翠水庫管理局,益廣營造有限公司,無,1131023,不預先通知,83,0,0,0,查核
12,113年度全市抽水站附屬設備維護更新工程（第1標）,臺北市政府工務局水利工程處,35680,連昇工程技術顧問有限公司,"連昇工程技術顧問有限公司
臺北市政府工務局水利工程處",九品股份有限公司,無,1131028,不預先通知,83,0,0,0,查核
13,臺北都會區大眾捷運系統環狀線北環段CF680C區段標工程,臺北市政府捷運工程局第二區工程處,10113160,"台灣世曦工程顧問股份有限公司
亞新工程顧問股份有限公司",臺北市政府捷運工程局第二區工程處土木第十二工務所,大陸工程股份有限公司,無,1131030,不預先通知,84,0,0,0,查核
14,校園環境改善工程（走廊梯間地坪、安全防墜設施）,臺北市濱江實驗國民中學,8660,陳俊宏建築師事務所,陳俊宏建築師事務所,鴻逸營造有限公司,無,1131106,不預先通知,80,0,0,0,查核
15,113年分管網暨支管及用戶排水設備統包工程,臺北市政府工務局衛生下水道工程處,33570,鎧德工程顧問股份有限公司,恆康工程顧問股份有限公司,廣信工程股份有限公司,無,1131106,不預先通知,84,0,0,0,查核
16,113西區B管線配合工程,臺北自來水事業處,24000,臺北自來水事業處,臺北自來水事業處,嘉昇昌實業有限公司,無,1131107,不預先通知,82,0,0,0,查核
17,中和新蘆線部分場站火警系統及北投、蘆洲、內湖等機廠部分自動滅火系統重置工程,臺北大眾捷運股份有限公司,69631,臺北大眾捷運股份有限公司電機處水電廠,臺北大眾捷運股份有限公司電機處水電廠,康稷機電工程有限公司,無,1131113,不預先通知,79,0,0,0,查核
18,臺北市立大安國中綜合教學大樓新建工程,臺北市政府工務局新建工程處,1172960,高世銘建築師事務所,高世銘建築師事務所,"遠碩營造股份有限公司
遠碩機電工程股份有限公司
台灣歐鍀空調股份有限公司",無,1131118,不預先通知,86,0,0,0,查核
19,三重二號配水池暨加壓站新建工程,臺北自來水事業處,1234000,環興科技股份有限公司,環興科技股份有限公司,"泰業營造股份有限公司
臺灣增澤工程股份有限公司",無,1131118,不預先通知,83,0,0,0,查核
20,臺北市中山區錦州街基地公共住宅新建工程,臺北市政府工務局新建工程處,2205000,闕河彬建築師事務所,闕河彬建築師事務所,"統營營造股份有限公司
特欣機電股份有限公司",無,1131120,不預先通知,84,0,0,0,查核
21,後港合署辦公大樓暨北投區清潔隊關渡分隊地坪整建工程,臺北市政府環境保護局環境清潔管理科,16700,盛禹工程顧問有限公司,盛禹工程顧問有限公司,淺羽營造股份有限公司,無,1131120,不預先通知,80,0,0,0,查核
22,113年度北區行道樹修剪預約工程,臺北市政府工務局公園路燈工程管理處,24735,臺北市政府工務局公園路燈工程管理處,晨星工程技術顧問有限公司,東昕環境工程有限公司,無,1131121,不預先通知,81,0,0,0,查核
23,113年度臺北市登山步道改善及維護工程,臺北市政府工務局大地工程處道路步道科,29400,亞柏技術顧問股份有限公司,亞柏技術顧問股份有限公司,曜鼎營造有限公司,無,1131121,不預先通知,83,0,0,0,查核
24,士林官邸北側滯洪池新建工程,臺北市政府工務局水利工程處,313210,中興工程顧問社,安笙工程顧問有限公司,稻田營造有限公司,無,1131126,不預先通知,81,0,0,0,查核
25,113年度景觀公廁新建工程（A項）,臺北市政府工務局公園路燈工程管理處陽明山公園管理所,24520,戴立勤建築師事務所,戴立勤建築師事務所,淞楊營造有限公司,無,1131127,不預先通知,83,0,0,0,查核
