序號,工程名稱,主辦單位,契約金額-千元,設計單位,監造單位,承造廠商,專案管理,查核日期,通知方式,評分,廠商扣點數,監造扣點數,PCM扣點數,備註
1,111北區A管線配合工程,臺北自來水事業處北區營業分處,30000,臺北自來水事業處北區營業分處,臺北自來水事業處北區營業分處,榮奕工程實業有限公司,無,1111012,不預先,80,0,0,0,查核
2,110至111年度仁愛院區南棟大樓屋頂防漏整修工程,臺北市立聯合醫院仁愛院區,15323,典石聯合建築師事務所,典石聯合建築師事務所,新倫營造有限公司,無,1111017,不預先,81,0,0,0,查核
3,111年度消防水管暨蓄水池更新工程,臺北市立榴公國民中學,5589,典石聯合建築師事務所,典石聯合建築師事務所,永昶水電工程有限公司,無,1111020,不預先,80,0,0,0,查核
4,臺北市立大安國中綜合教學大樓新建工程,臺北市政府工務局新建工程處西區工務所,1172960,高世銘建築師事務所,高世銘建築師事務所,遠碩營造股份有限公司 遠碩機電工程股份有限公司 台灣歐?空調股份有限公司,無,1111020,不預先,81,0,0,0,查核
5,士林區通河東街1段排水改善工程,臺北市政府工務局水利工程處工務科北區工務所,39400,威旭工程顧問有限公司,任泰技術顧問有限公司,安宏營造有限公司,無,1111020,不預先,82,0,0,0,查核
6,公館配水池改建暨共構多目標綜合大樓新建工程,臺北自來水事業處工程總隊,5060000,九典聯合建築師事務所,九典聯合建築師事務所,福清營造股份有限公司 承龍水電工程有限公司,無,1111020,不預先,83,0,0,0,查核
7,捷運士林站TOD轉乘設施空間活化及多元服務建置案統包工程,臺北大眾捷運股份有限公司新事業開發處,1809970,大壯聯合建築師事務所,中興工程顧問股份有限公司 黃孟偉建築師事務所,總行營造興業股份有限公司 傑能工程有限公司 大壯聯合建築師事務所,中興工程顧問股份有限公司,1111020,不預先,82,0,0,0,查核
8,111年度運動操場跑道及周邊設施地坪整建工程,臺北市南港區成德國民小學,6390,典石聯合建築師事務所,典石聯合建築師事務所,秉璘營造有限公司,無,1111021,不預先,81,0,0,0,查核
9,109-111年東區分支管污水管渠設施檢視修繕及延壽統包工程,臺北市政府工務局衛生下水道工程處維護工程科,123660,東鑫龍營造有限公司,桔源工程顧問有限公司,東鑫龍營造有限公司,無,1111024,不預先,81,0,0,0,查核
10,110年度一般道路更新工程開口契約（第4標）（內湖、南港區）,臺北市政府工務局新建工程處東區工務所,90888,恆康工程顧問股份有限公司,安笙工程顧問有限公司,茂盛營造股份有限公司,無,1111026,不預先,83,0,0,0,查核
11,臺北市市政大樓及市府路周邊景觀改善工程,臺北市政府工務局公園路燈工程管理處工務科南區分隊,156600,禾拓規劃設計顧問有限公司,禾拓規劃設計顧問有限公司,正岳營造股份有限公司,無,1111027,不預先,83,0,0,0,查核
12,111年西區污水管渠配合拆遷及後巷美化預約式工程,臺北市政府工務局衛生下水道工程處工務科西區工務所,39000,臺北市政府工務局衛生下水道工程處,桔源工程顧問有限公司,東鑫龍營造有限公司,無,1111027,不預先,83,0,0,0,查核
13,臺北市興隆公共住宅二期E基地新建工程,臺北市政府都市發展局,1236000,郭旭原建築師事務所,郭旭原建築師事務所,新亞建設開發股份有限公司,無,1111027,不預先,80,0,0,0,查核
14,城市舞台暨藝文大樓及廣場周邊環境整修統包工程,臺北市藝文推廣處,684260,莫國箴建築師事務所,亞新工程顧問股份有限公司 許育嘉建築師事務所,應州工程有限公司 平安集成股份有限公司 嘉隆國際有限公司,亞新工程顧問股份有限公司,1111027,不預先,81,0,0,0,查核
15,111西區A管線配合工程,臺北自來水事業處西區營業分處,30000,臺北自來水事業處,臺北自來水事業處西區營業分處,加晟工程有限公司,無,1111108,不預先,82,0,0,0,查核
16,110年度臺北市人行道改善工程開口契約（第二標）,臺北市政府工務局新建工程處中區工務所,105642,亞柏技術顧問股份有限公司,安笙工程顧問有限公司,福呈營造股份有限公司,無,1111110,不預先,81,0,0,0,查核
17,111年度臺北市山坡地邊坡改善與設施維護工程,臺北市政府工務局大地工程處坡地整治科,29006,亞柏技術顧問股份有限公司,亞柏技術顧問股份有限公司,曜鼎營造有限公司,無,1111114,不預先,83,0,0,0,查核
18,111年度王貫英先生紀念館館舍外牆暨周邊環境整修工程,臺北市立圖書館,6250,陳俊吉建築師事務所,陳俊吉建築師事務所,大倉營造有限公司,無,1111117,不預先,81,0,0,0,查核
19,臺北市立內湖國民中學綜合大樓新建工程,臺北市政府工務局新建工程處南港工務所,561000,邱永章建築師事務所,邱永章建築師事務所,宏義工程股份有限公司 品智工程有限公司 兆慶空調有限公司,無,1111117,不預先,81,0,0,0,查核
20,111年度全市河濱公園花海工程,臺北市政府工務局水利工程處工務科大佳工務所,18889,里山環境整合有限公司,盛禹工程顧問有限公司,澍園工程有限公司,無,1111117,不預先,85,0,0,0,查核
21,110東區管網汰換工程（DIP粉體管專標）,臺北自來水事業處東區營業分處,45000,臺北自來水事業處東區營業分處,臺北自來水事業處東區營業分處,華益工程有限公司,無,1111118,不預先,83,0,0,0,查核
22,臺北市興隆公共住宅二期A基地新建工程,臺北市政府都市發展局,1578000,謝佑祥建築師事務所,謝佑祥建築師事務所 黃明威建築師事務所,新亞建設開發股份有限公司,無,1111118,不預先,81,0,0,0,查核
23,永樂大樓耐震補強工程,臺北市市場處,48179,王東榮工程顧問有限公司,王東榮工程顧問有限公司,頤嘉營造股份有限公司,無,1111123,不預先,83,0,0,0,查核
24,111年度臺北市山坡地溪溝改善及設施維護工程,臺北市政府工務局大地工程處土石流防治科,29965,開巨技術顧問有限公司,開巨技術顧問有限公司,曜鼎營造有限公司,無,1111124,不預先,86,0,0,0,查核
25,109-111年西區分支管污水管渠設施檢視修繕及延壽統包工程,臺北市政府工務局衛生下水道工程處維護工程科,123660,翔益營造有限公司,臺北市政府工務局衛生下水道工程處維護工程科 桔源工程顧問有限公司,翔益營造有限公司,無,1111125,不預先,86,0,0,0,查核
26,萬大－中和－樹林線(第一期工程)LG06車站土建工程,臺北市政府捷運工程局第一區工程處土木第九工務所,1416800,台灣世曦工程顧問股份有限公司,臺北市政府捷運工程局第一區工程處土木第九工務所,新亞建設開發股份有限公司,無,1111125,不預先,84,0,0,0,查核
