序號,工程名稱,主辦單位,契約金額-千元,設計單位,監造單位,承造廠商,專案管理,查核日期,通知方式,評分,廠商扣點數,監造扣點數,PCM扣點數,備註
1,臺北都會區大眾捷運系統萬大─中和─樹林線（第一期工程）CQ850區段標工程,臺北市政府捷運工程局第二區工程處,4514000,中興工程顧問股份有限公司,臺北市政府捷運工程局第二區工程處土木第五工務所,榮工工程股份有限公司,無,1120407,不預先通知,86,0,0,0,查核
2,振華公園附建地下停車場新建工程,臺北市停車管理工程處,1100427,"台灣世曦工程顧問股份有限公司
宋哲賓建築師事務所","台灣世曦工程顧問股份有限公司
宋哲賓建築師事務所",世久營造探勘工程股份有限公司,無,1120410,不預先通知,83,0,0,0,查核
3,科技大樓站停車場新建工程,臺北市停車管理工程處,808010,楊天柱建築師事務所,楊天柱建築師事務所,"登山營造股份有限公司
凡中工程股份有限公司",無,1120411,不預先通知,83,0,0,0,查核
4,111年外牆飾材整修工程,臺北市政府警察局保安警察大隊,28200,楊忠仁建築師事務所,楊忠仁建築師事務所,晨鑫營造股份有限公司,無,1120412,不預先通知,82,0,0,0,查核
5,萬大－中和－樹林線（第一期工程）CQ870區段標工程,臺北市政府捷運工程局第一區工程處,10580000,中興工程顧問股份有限公司,臺北市政府捷運工程局第一區工程處土木第三工務所,達欣工程股份有限公司,無,1120412,不預先通知,86,0,0,0,查核
6,無障礙電梯新建工程,臺北市立南港高級工業職業學校,4030,陳世軒建築師事務所,陳世軒建築師事務所,旺福營造有限公司,無,1120413,不預先通知,80,0,0,0,查核
7,111西區管網汰換工程（DIP粉體管專標）,臺北自來水事業處,43000,臺北自來水事業處西區營業分處,臺北自來水事業處西區營業分處,宇力工程有限公司,無,1120413,不預先通知,84,0,0,0,查核
8,板南線及新蘆線部分車站油壓電梯重置工程,臺北大眾捷運股份有限公司,135553,臺北大眾捷運股份有限公司電機處電梯廠,臺北大眾捷運股份有限公司電機處電梯廠,台灣三菱電梯股份有限公司,無,1120414,不預先通知,81,0,0,0,查核
9,文化、豐年及同德公園景觀改善工程,臺北市政府工務局公園路燈工程管理處,49590,宜大國際景觀科技股份有限公司,宜大國際景觀科技股份有限公司,鋐城營造有限公司,無,1120417,不預先通知,83,0,0,0,查核
10,蔣渭水先生紀念廣場與政治受難者紀念公園（含墓區）整體規劃等工程,臺北市殯葬管理處,44960,弘郁工程技術顧問有限公司,弘郁工程技術顧問有限公司,傳亞營造有限公司,無,1120418,不預先通知,80,0,0,0,查核
11,一清幹線(中、永和成功路PCCP)備援幹管統包工程,臺北自來水事業處,690000,豐順營造股份有限公司,臺北自來水事業處工程總隊,豐順營造股份有限公司,無,1120418,不預先通知,86,0,0,0,查核
12,雙園國中非營利幼兒園增班工程,臺北市立雙園國民中學,4322,吳政聰建築師事務所,吳政聰建築師事務所,遠璟室內裝修企業有限公司,無,1120421,不預先通知,81,0,0,0,查核
13,臺北市南港區玉成公共住宅統包工程,臺北市政府都市發展局,2254000,闕河彬建築師事務所,"中興工程顧問股份有限公司
台北國際聯合建築師事務所","統營營造股份有限公司
特欣機電股份有限公司
闕河彬建築師事務所",中興工程顧問股份有限公司,1120421,不預先通知,82,0,0,0,查核
14,共融式無障礙遊樂場工程採購案,臺北市立文山特殊教育學校,3885,尹德明建築師事務所,尹德明建築師事務所,雄贏勤業股份有限公司,無,1120424,不預先通知,77,0,0,0,查核
15,中正橋改建工程及代辦管線附掛工程,臺北市政府工務局新建工程處,2217900,台灣世曦工程顧問股份有限公司,台灣世曦工程顧問股份有限公司,春原營造股份有限公司,無,1120424,不預先通知,83,0,0,0,查核
16,蟾蜍山煥民新村文化景觀再利用工程,臺北市政府文化局,39280,恒維聯合建築師事務所,恒維聯合建築師事務所,崴騰營造股份有限公司,無,1120424,不預先通知,81,0,0,0,查核
17,110至112年度仁愛院區醫療大樓耳鼻喉科整修工程,臺北市立聯合醫院,9477,李玉斌建築師事務所,李玉斌建築師事務所,倍慶營造有限公司,無,1120425,不預先通知,81,0,0,0,查核
18,109-112年北區分管網暨支管及用戶排水設備統包工程,臺北市政府工務局衛生下水道工程處,373106,桔源工程顧問有限公司,恆康工程顧問股份有限公司,廣信工程股份有限公司,無,1120426,不預先通知,83,0,0,0,查核
19,臺北市北投區機一基地公共住宅統包工程,臺北市政府都市發展局,1938000,大林聯合建築師事務所,廖晏瑋建築師事務所,"國記營造股份有限公司
新記機電股份有限公司
大林聯合建築師事務所",廖晏瑋建築師事務所,1120427,不預先通知,79,0,0,0,查核
20,111年度關渡自然公園整體營造工程,臺北市動物保護處,49967,開巨技術顧問有限公司,開巨技術顧問有限公司,台正營造有限公司,無,1120427,不預先通知,82,0,0,0,查核
21,忠孝東路4段地下通廊連通口新建工程,臺北市政府工務局新建工程處,338000,恆康工程顧問股份有限公司,恆康工程顧問股份有限公司,翔益營造有限公司,無,1120428,不預先通知,85,0,0,0,查核
22,111年度雨水下水道預約維護工程(文山、萬華區),臺北市政府工務局水利工程處,19000,臺北市政府工務局水利工程處工務科南區工務所,鹿島工程技術顧問股份有限公司,台碩營造有限公司,無,1120428,不預先通知,81,0,0,0,查核
23,111東區管網汰換工程（DIP粉體管專標）,臺北自來水事業處東區營業分處,43000,臺北自來水事業處東區營業分處,臺北自來水事業處東區營業分處,明泉水電工程有限公司,無,1120428,不預先通知,82,0,0,0,查核
24,臺北市信義區六張犁A、B基地公共住宅智慧科技應用統包工程,臺北市政府都市發展局,70000,青正工程科技顧問股份有限公司,亞新工程顧問股份有限公司,"宜眾資訊股份有限公司
青正工程科技顧問股份有限公司",亞新工程顧問股份有限公司,1120510,不預先通知,81,0,0,0,查核
25,捷運車站及機廠污水設備銜接衛生下水道系統工程(第八期),臺北大眾捷運股份有限公司,3796,緯昇工程顧問有限公司,緯昇工程顧問有限公司,駿祥工程有限公司,無,1120510,不預先通知,80,0,0,0,查核
26,臺北市文山區興隆社會住宅I區新建工程,臺北市政府都市發展局,2420000,許伯元建築師事務所,許伯元建築師事務所,新亞建設開發股份有限公司,無,1120511,不預先通知,82,0,0,0,查核
27,CR387A捷運信義線東延段自動收費系統工程採購案,臺北市政府捷運工程局機電系統工程處,45000,神通資訊科技股份有限公司,臺北市政府捷運工程局機電系統工程處,神通資訊科技股份有限公司,無,1120512,不預先通知,83,0,0,0,查核
28,警衛室整建及增設無障礙電梯工程,臺北市立榴公國民中學,5680,江昌輝建築師事務所,江昌輝建築師事務所,富揚營造有限公司,無,1120517,不預先通知,80,0,0,0,查核
29,捷運士林站TOD轉乘設施空間活化及多元服務建置案統包工程,臺北大眾捷運股份有限公司,1809970,大壯聯合建築師事務所,"中興工程顧問股份有限公司
黃孟偉建築師事務所","總行營造興業股份有限公司
傑能工程有限公司
大壯聯合建築師事務所",中興工程顧問股份有限公司,1120517,不預先通知,81,0,0,0,查核
30,110年度標誌及安全設施檢修工程—112年度後續擴充,臺北市交通管制工程處,4770,臺北市交通管制工程處,臺北市交通管制工程處,恒同有限公司,無,1120518,不預先通知,80,0,0,0,查核
31,活動中心無障礙環境改善工程,臺北市立木柵高級工業職業學校,7883,陳木壽建築師事務所,陳木壽建築師事務所,群義工程有限公司,陳木壽建築師事務所,1120519,不預先通知,80,0,0,0,查核
32,112東區A管線配合工程,臺北自來水事業處,27896,臺北自來水事業處,臺北自來水事業處,鎮沅有限公司,無,1120519,不預先通知,82,0,0,0,查核
33,臺北都會區大眾捷運系統信義線東延段CR580C區段標工程,臺北市政府捷運工程局第二區工程處,4827997,"亞新工程顧問股份有限公司
中興工程顧問股份有限公司",臺北市政府捷運工程局第二區工程處土木第一工務所,"中華工程股份有限公司
日商大豐營造股份有限公司",無,1120522,不預先通知,85,0,0,0,查核
34,內湖污水處理廠委託操作維護第二期暨設備更新與功能提升－設備更新,臺北市政府工務局衛生下水道工程處,246863,式新工程顧問股份有限公司,宇堂工程顧問有限公司,惠民實業股份有限公司,無,1120523,不預先通知,84,0,0,0,查核
35,112年度臺北市山區道路預約式維護工程（士林及南港區),臺北市政府工務局大地工程處,40785,開巨技術顧問有限公司,開巨技術顧問有限公司,日光營造股份有限公司,無,1120523,不預先通知,83,0,0,0,查核
36,111年度湖山路、至善路等道路綠美化工程(112年續約),臺北市政府工務局公園路燈工程管理處,3402,臺北市政府工務局公園路燈工程管理處花卉試驗中心,臺北市政府工務局公園路燈工程管理處工務科北區分隊,田豐園藝行,無,1120524,不預先通知,83,0,0,0,查核
37,111至112年度陽明院區醫療大樓8樓C區護理之家整修工程,臺北市立聯合醫院陽明院區,32844,李玉斌建築師事務所,李玉斌建築師事務所,意識室內裝修設計有限公司,無,1120524,不預先通知,78,0,0,0,查核
38,常德街人行地下道連通工程,臺北市政府工務局新建工程處,346430,恆康工程顧問股份有限公司,恆康工程顧問股份有限公司,福清營造股份有限公司,無,1120529,不預先通知,82,0,0,0,查核
39,公館配水池改建暨共構多目標綜合大樓新建工程,臺北自來水事業處,5060000,九典聯合建築師事務所,九典聯合建築師事務所,"福清營造股份有限公司
承龍水電工程有限公司",無,1120529,不預先通知,84,0,0,0,查核
40,南港立體連通平臺及其附屬綠化設施統包工程,臺北市政府工務局新建工程處,412000,安倉營造股份有限公司,林同棪工程顧問股份有限公司,安倉營造股份有限公司,林同棪工程顧問股份有限公司,1120530,不預先通知,81,0,0,0,查核
41,文林抽水站機組擴建工程,臺北市政府工務局水利工程處,47200,台灣世曦工程顧問股份有限公司,連昇工程技術顧問有限公司,山豐營造股份有限公司,無,1120530,不預先通知,82,0,0,0,查核
42,雉科展場網面更新及架構修繕工程,臺北市立動物園,13340,伊象建築師事務所,伊象建築師事務所,松信營造有限公司,無,1120531,不預先通知,82,0,0,0,查核
43,大同之家B棟建築物結構補強更新工程,臺北市政府社會局,10200,佺葉工程顧問有限公司,佺葉工程顧問有限公司,昇逵營造有限公司,無,1120531,不預先通知,82,0,0,0,查核
44,內湖分隊6樓辦公室及7樓待勤室整修工程,臺北市政府警察局交通警察大隊,5439,許如琳建築師事務所,許如琳建築師事務所,遠璟室內裝修企業有限公司,無,1120608,不預先通知,78,0,0,0,查核
45,臺北市信義區廣慈2區住都中心進駐室內裝修統包工程,臺北市政府都市發展局,23900,陳裕益建築師事務所,許常吉建築師事務所,皇昌營造股份有限公司,無,1120609,不預先通知,86,0,0,0,查核
46,萬大中和樹林線(第1期)機電系統自動收費系統及軌道工程採購案,臺北市政府捷運工程局機電系統工程處,14378888,"巴西商艾斯通運輸股份有限公司
中鼎工程股份有限公司
法商阿爾斯通運輸股份有限公司","臺北市政府捷運工程局機電系統工程處系統第二工務所
臺北市政府捷運工程局機電系統工程處自動收費工務所
臺北市政府捷運工程局第二區工程處軌道工務所","巴西商艾斯通運輸股份有限公司
中鼎工程股份有限公司
法商阿爾斯通運輸股份有限公司",無,1120612,不預先通知,87,0,0,0,查核
47,捷運木柵機廠行政大樓屋頂包板重置工程,臺北大眾捷運股份有限公司工務處,18582,嘉碩營造工程有限公司,臺北大眾捷運股份有限公司工務處,嘉碩營造工程有限公司,無,1120612,不預先通知,81,0,0,0,查核
48,萬大－中和－樹林線(第一期工程)LG06車站土建工程,臺北市政府捷運工程局第一區工程處,1416800,台灣世曦工程顧問股份有限公司,臺北市政府捷運工程局第一區工程處土木第九工務所,新亞建設開發股份有限公司,無,1120613,不預先通知,85,0,0,0,查核
49,112年度東北區路燈新設預約工程,臺北市政府工務局公園路燈工程管理處,18320,技嘉電機工業技師事務所,技嘉電機工業技師事務所,紹益科技工程有限公司,無,1120616,不預先通知,81,0,0,0,查核
50,112年度一般道路更新工程開口契約(第4標)(內湖、南港區),臺北市政府工務局新建工程處東區工務所,89180,恆康工程顧問股份有限公司,安笙工程顧問有限公司,祥泉營造有限公司,無,1120621,不預先通知,82,0,0,0,查核
51,111年度河濱公園路面（東區）暨災後復原（基右高速公路內湖橋上游，內溝大溝溪及金瑞園區）預約維護工程(112年度續約),臺北市政府工務局水利工程處,14926,臺北市政府工務局水利工程處河川管理科,晨星工程技術顧問有限公司,松瑩營造有限公司,無,1120626,不預先通知,81,0,0,0,查核
52,111年度交通號誌及管道工程案1-112年度後續擴充,臺北市交通管制工程處,10000,御軒工程顧問有限公司,御軒工程顧問有限公司,誌亨工程有限公司,無,1120626,不預先通知,81,0,0,0,查核
53,臺北市第2期污水下水道主、次幹管管渠延壽統包工程(第一標),臺北市政府工務局衛生下水道工程處,48069,尚揚工程顧問有限公司,晨星工程技術顧問有限公司,義選工程有限公司,無,1120627,不預先通知,82,0,0,0,查核
54,磺港溪再造步道整建工程（奇岩抽水站至西安橋）,臺北市政府工務局水利工程處,22700,禾拓規劃設計顧問有限公司,任泰技術顧問有限公司,永溢營造股份有限公司,無,1120627,不預先通知,83,0,0,0,查核
55,112東區B管線配合工程,臺北自來水事業處東區營業分處,27000,臺北自來水事業處,臺北自來水事業處,和日盛有限公司,無,1120627,不預先通知,82,0,0,0,查核
56,111年度青年公園管理所所轄公園整建工程-中正區、萬華區土木設施維護預約工程(112年續約),臺北市政府工務局公園路燈工程管理處,9952,昱林設計顧問有限公司,昱林設計顧問有限公司,築信營造有限公司,無,1120628,不預先通知,83,0,0,0,查核
